item_id,code,name,desc1,desc2,p0,p1,p2
538,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 90 days,2,0,20090
539,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 180 days,2,0,20180
540,PD320182,Cyber Gloves,Female students can use the cyber gloves for 30 days.,Usable for 365 days,2,0,20365
541,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 1 day,2,0,20001
542,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 3 days,2,0,20003
543,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 7 days,2,0,20007
544,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 30 days,2,0,20030
545,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 90 days,2,0,20090
546,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 180 days,2,0,20180
547,PD320183,Cyber Boots,Female students can use the cyber boots for 30 days.,Usable for 365 days,2,0,20365
548,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 1 day,2,0,20001
549,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 3 days,2,0,20003
550,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 7 days,2,0,20007
551,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 30 days,2,0,20030
552,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 90 days,2,0,20090
553,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 180 days,2,0,20180
554,PD320184,Cyber Headgear,Female students can use the cyber headgear for 30 days.,Usable for 365 days,2,0,20365
555,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 1 day,1,0,20001
556,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 3 days,1,0,20003
557,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 7 days,1,0,20007
558,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 30 days,1,0,20030
559,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 90 days,1,0,20090
560,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 180 days,1,0,20180
561,PD310221,Male Film Uniform Consultation,Male students can use the male movie uniform top for 30 days.,Usable for 365 days,1,0,20365
562,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 1 day,1,0,20001
563,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 3 days,1,0,20003
564,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 7 days,1,0,20007
565,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 30 days,1,0,20030
566,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 90 days,1,0,20090
567,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 180 days,1,0,20180
568,PD310222,Movie Uniform Bottom (Male),Male students can use the male movie uniform bottom for 30 days.,Usable for 365 days,1,0,20365
569,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 1 day,1,0,20001
570,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 3 days,1,0,20003
571,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 7 days,1,0,20007
572,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 30 days,1,0,20030
573,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 90 days,1,0,20090
574,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 180 days,1,0,20180
575,PD310223,Movie Uniform Shoes (Male),Male students can use the male movie uniform footwear for 30 days.,Usable for 365 days,1,0,20365
576,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 1 day,2,0,20001
577,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 3 days,2,0,20003
578,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 7 days,2,0,20007
579,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 30 days,2,0,20030
580,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 90 days,2,0,20090
581,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 180 days,2,0,20180
582,PD320221,Female Film Uniform Consultation,Female students can use the female movie uniform top for 30 days.,Usable for 365 days,2,0,20365
583,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 1 day,2,0,20001
584,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 3 days,2,0,20003
585,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 7 days,2,0,20007
586,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 30 days,2,0,20030
587,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 90 days,2,0,20090
588,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 180 days,2,0,20180
589,PD320222,Movie Uniform Bottom (Female),Female students can use the female movie uniform bottom for 30 days.,Usable for 365 days,2,0,20365
590,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 1 day,2,0,20001
591,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 3 days,2,0,20003
592,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 7 days,2,0,20007
593,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 30 days,2,0,20030
594,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 90 days,2,0,20090
595,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 180 days,2,0,20180
596,PD320223,Movie Uniform Shoes (Female),Female students can use the female movie uniform footwear for 30 days.,Usable for 365 days,2,0,20365
597,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 1 day,1,0,20001
598,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 3 days,1,0,20003
599,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 7 days,1,0,20007
600,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 30 days,1,0,20030
601,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 90 days,1,0,20090
602,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 180 days,1,0,20180
603,PD310191,Orange Aloha Shirt,Male students can use the orange aloha shirt for 30 days.,Usable for 365 days,1,0,20365
604,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 1 day,1,0,20001
605,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 3 days,1,0,20003
606,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 7 days,1,0,20007
607,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 30 days,1,0,20030
608,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 90 days,1,0,20090
609,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 180 days,1,0,20180
610,PD310192,Blue Cropped Pants,Male students can use the blue cropped pants for 30 days.,Usable for 365 days,1,0,20365
611,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 1 day,1,0,20001
612,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 3 days,1,0,20003
613,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 7 days,1,0,20007
614,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 30 days,1,0,20030
615,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 90 days,1,0,20090
616,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 180 days,1,0,20180
617,PD310193,Brown Flip-Flops,Male students can use the brown beach sandals for 30 days.,Usable for 365 days,1,0,20365
618,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 1 day,1,0,20001
619,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 3 days,1,0,20003
620,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 7 days,1,0,20007
621,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 30 days,1,0,20030
622,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 90 days,1,0,20090
623,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 180 days,1,0,20180
624,PD310194,Orange Sunglasses,Male students can use the orange sunglasses for 30 days.,Usable for 365 days,1,0,20365
625,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 1 day,1,0,20001
626,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 3 days,1,0,20003
627,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 7 days,1,0,20007
628,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 30 days,1,0,20030
629,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 90 days,1,0,20090
630,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 180 days,1,0,20180
631,PD310201,Red Aloha Shirt,Male students can use the red aloha shirt for 30 days.,Usable for 365 days,1,0,20365
632,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 1 day,1,0,20001
633,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 3 days,1,0,20003
634,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 7 days,1,0,20007
635,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 30 days,1,0,20030
636,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 90 days,1,0,20090
637,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 180 days,1,0,20180
638,PD310202,Green Cropped Pants,Male students can use the green cropped pants for 30 days.,Usable for 365 days,1,0,20365
639,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 1 day,1,0,20001
640,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 3 days,1,0,20003
641,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 7 days,1,0,20007
642,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 30 days,1,0,20030
643,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 90 days,1,0,20090
644,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 180 days,1,0,20180
645,PD310203,Blue Flip-Flops,Male students can use the blue beach sandals for 30 days.,Usable for 365 days,1,0,20365
646,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 1 day,1,0,20001
647,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 3 days,1,0,20003
648,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 7 days,1,0,20007
649,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 30 days,1,0,20030
650,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 90 days,1,0,20090
651,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 180 days,1,0,20180
652,PD310204,Blue Sunglasses,Male students can use the blue sunglasses for 30 days.,Usable for 365 days,1,0,20365
653,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 1 day,1,0,20001
654,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 3 days,1,0,20003
655,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 7 days,1,0,20007
656,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 30 days,1,0,20030
657,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 90 days,1,0,20090
658,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 180 days,1,0,20180
659,PD310211,Blue Aloha Shirt,Male students can use the blue aloha shirt for 30 days.,Usable for 365 days,1,0,20365
660,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 1 day,1,0,20001
661,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 3 days,1,0,20003
662,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 7 days,1,0,20007
663,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 30 days,1,0,20030
664,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 90 days,1,0,20090
665,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 180 days,1,0,20180
666,PD310212,Gray Cropped Pants,Male students can use the gray cropped pants for 30 days.,Usable for 365 days,1,0,20365
667,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 1 day,1,0,20001
668,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 3 days,1,0,20003
669,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 7 days,1,0,20007
670,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 30 days,1,0,20030
671,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 90 days,1,0,20090
672,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 180 days,1,0,20180
673,PD310213,Red-Brown Flip-Flops,Male students can use the red-brown beach sandals for 30 days.,Usable for 365 days,1,0,20365
674,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 1 day,1,0,20001
675,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 3 days,1,0,20003
676,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 7 days,1,0,20007
677,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 30 days,1,0,20030
678,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 90 days,1,0,20090
679,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 180 days,1,0,20180
680,PD310214,Red Sunglasses,Male students can use the red sunglasses for 30 days.,Usable for 365 days,1,0,20365
681,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 1 day,2,0,20001
682,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 3 days,2,0,20003
683,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 7 days,2,0,20007
684,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 30 days,2,0,20030
685,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 90 days,2,0,20090
686,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 180 days,2,0,20180
687,PD320191,Orange Blouse,Female students can use the orange blouse for 30 days.,Usable for 365 days,2,0,20365
688,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 1 day,2,0,20001
689,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 3 days,2,0,20003
690,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 7 days,2,0,20007
691,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 30 days,2,0,20030
692,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 90 days,2,0,20090
693,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 180 days,2,0,20180
694,PD320192,Blue Pareo,Female students can use the blue pareo for 30 days.,Usable for 365 days,2,0,20365
695,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 1 day,2,0,20001
696,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 3 days,2,0,20003
697,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 7 days,2,0,20007
698,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 30 days,2,0,20030
699,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 90 days,2,0,20090
700,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 180 days,2,0,20180
701,PD320193,Blue Sandals,Female students can use the blue sandals for 30 days.,Usable for 365 days,2,0,20365
702,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 1 day,2,0,20001
703,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 3 days,2,0,20003
704,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 7 days,2,0,20007
705,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 30 days,2,0,20030
706,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 90 days,2,0,20090
707,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 180 days,2,0,20180
708,PD320194,Yellow Straw Hat,Female students can use the yellow straw hat for 30 days.,Usable for 365 days,2,0,20365
709,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 1 day,2,0,20001
710,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 3 days,2,0,20003
711,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 7 days,2,0,20007
712,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 30 days,2,0,20030
713,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 90 days,2,0,20090
714,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 180 days,2,0,20180
715,PD320201,Red Blouse,Female students can use the red blouse for 30 days.,Usable for 365 days,2,0,20365
716,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 1 day,2,0,20001
717,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 3 days,2,0,20003
718,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 7 days,2,0,20007
719,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 30 days,2,0,20030
720,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 90 days,2,0,20090
721,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 180 days,2,0,20180
722,PD320202,Red Pareo,Female students can use the red pareo for 30 days.,Usable for 365 days,2,0,20365
723,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 1 day,2,0,20001
724,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 3 days,2,0,20003
725,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 7 days,2,0,20007
726,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 30 days,2,0,20030
727,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 90 days,2,0,20090
728,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 180 days,2,0,20180
729,PD320203,Pink Sandals,Female students can use the pink sandals for 30 days.,Usable for 365 days,2,0,20365
730,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 1 day,2,0,20001
731,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 3 days,2,0,20003
732,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 7 days,2,0,20007
733,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 30 days,2,0,20030
734,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 90 days,2,0,20090
735,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 180 days,2,0,20180
736,PD320204,Pink Straw Hat,Female students can use the pink straw hat for 30 days.,Usable for 365 days,2,0,20365
737,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 1 day,2,0,20001
738,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 3 days,2,0,20003
739,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 7 days,2,0,20007
740,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 30 days,2,0,20030
741,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 90 days,2,0,20090
742,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 180 days,2,0,20180
743,PD320211,Blue Blouse,Female students can use the blue blouse for 30 days.,Usable for 365 days,2,0,20365
744,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 1 day,2,0,20001
745,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 3 days,2,0,20003
746,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 7 days,2,0,20007
747,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 30 days,2,0,20030
748,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 90 days,2,0,20090
749,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 180 days,2,0,20180
750,PD320212,White Pareo,Female students can use the white pareo for 30 days.,Usable for 365 days,2,0,20365
751,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 1 day,2,0,20001
752,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 3 days,2,0,20003
753,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 7 days,2,0,20007
754,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 30 days,2,0,20030
755,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 90 days,2,0,20090
756,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 180 days,2,0,20180
757,PD320213,Aqua Sandals,Female students can use the aqua sandals for 30 days.,Usable for 365 days,2,0,20365
758,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 1 day,2,0,20001
759,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 3 days,2,0,20003
760,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 7 days,2,0,20007
761,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 30 days,2,0,20030
762,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 90 days,2,0,20090
763,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 180 days,2,0,20180
764,PD320214,Pastel Pink Straw Hat,Female students can use the pastel pink straw hat for 30 days.,Usable for 365 days,2,0,20365
3102301,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 1 day,1,0,20001
3102302,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 3 days,1,0,20003
3102303,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 7 days,1,0,20007
3102304,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 30 days,1,0,20030
3102305,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 90 days,1,0,20090
3102306,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 180 days,1,0,20180
3102307,PD310230,Pink Cat Set,Male students can use the pink cat set for 30 days.,Usable for 365 days,1,0,20365
3102311,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 1 day,1,0,20001
3102312,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 3 days,1,0,20003
3102313,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 7 days,1,0,20007
3102314,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 30 days,1,0,20030
3102315,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 90 days,1,0,20090
3102316,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 180 days,1,0,20180
3102317,PD310231,Pink Cat Costume,Male students can use the pink cat costume for 30 days.,Usable for 365 days,1,0,20365
3102321,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 1 day,1,0,20001
3102322,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 3 days,1,0,20003
3102323,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 7 days,1,0,20007
3102324,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 30 days,1,0,20030
3102325,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 90 days,1,0,20090
3102326,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 180 days,1,0,20180
3102327,PD310232,Pink Cat Shoes,Male students can use the pink cat shoes for 30 days.,Usable for 365 days,1,0,20365
3102331,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 1 day,1,0,20001
3102332,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 3 days,1,0,20003
3102333,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 7 days,1,0,20007
3102334,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 30 days,1,0,20030
3102335,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 90 days,1,0,20090
3102336,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 180 days,1,0,20180
3102337,PD310233,Pink Cat Gloves,Male students can use the pink cat gloves for 30 days.,Usable for 365 days,1,0,20365
3102341,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 1 day,1,0,20001
3102342,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 3 days,1,0,20003
3102343,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 7 days,1,0,20007
3102344,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 30 days,1,0,20030
3102345,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 90 days,1,0,20090
3102346,PD310234,Pink Cat Headgear,Male students can use the pink cat headgear for 30 days.,Usable for 180 days,1,0,20180
